NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Study Type,Locations
NCT00637338,Multiple Dose Escalation Trial Of PF-04603629 Given To Subjects With Type 2 Diabetes Mellitus,https://clinicaltrials.gov/study/NCT00637338,TERMINATED,"Diabetes Mellitus, Type 2",BIOLOGICAL: PF-04603629|BIOLOGICAL: Placebo,Pfizer,,ALL,"ADULT, OLDER_ADULT",PHASE1,INTERVENTIONAL,"Pfizer Investigational Site, Phoenix, Arizona, 85013, United States|Pfizer Investigational Site, Miami, Florida, 33169, United States|Pfizer Investigational Site, Wichita, Kansas, 67214, United States|Pfizer Investigational Site, Portland, Oregon, 97239, United States"
NCT03547427,Glucagon Counterregulation in Type 1 Diabetes,https://clinicaltrials.gov/study/NCT03547427,TERMINATED,Type 1 Diabetes Mellitus,OTHER: Basal insulin alone|OTHER: Basal pramlintide and reduced basal insulin|OTHER: CGM|OTHER: Acetaminophen test|OTHER: Insulin-induced hypoglycemia|OTHER: Exercise-induced hypoglycemia,University of Virginia,,ALL,ADULT,,INTERVENTIONAL,"University of Virginia Center for Diabetes Technology, Charlottesville, Virginia, 22903, United States"
NCT03617146,Coaching and Education for Diabetes Distress,https://clinicaltrials.gov/study/NCT03617146,TERMINATED,Diabetes Distress,BEHAVIORAL: Health coaching|OTHER: Diabetes Distress-specific Education,Baylor College of Medicine,,ALL,"ADULT, OLDER_ADULT",,INTERVENTIONAL,"Baylor Family Medicine, Houston, Texas, 77098, United States"
NCT04524949,IMCY-0098 Proof of ACtion in Type 1 Diabetes (IMPACT Study),https://clinicaltrials.gov/study/NCT04524949,TERMINATED,"Diabetes Mellitus, Type 1",DRUG: IMCY-0098 450 μg|DRUG: IMCY-0098 1350 μg|DRUG: Placebo,Imcyse SA,,ALL,ADULT,PHASE2,INTERVENTIONAL,"University of Alabama at Birmingham, Birmingham, Alabama, 35205, United States|Barbara Davis Center, Aurora, Colorado, 80045, United States|University of Chicago, Chicago, Illinois, 60637, United States|Joslin Diabetes Center, Boston, Massachusetts, 02215, United States|Princess Alexandra Hospital, Brisbane, Australia|Royal Melbourne Hospital, Melbourne, Australia|St. Vincent's Hospital, Melbourne, Australia|Royal North Shore Hospital, Sydney, Australia|Université Libre de Bruxelles - Hôpital Erasme - ULB, Brussels, Belgium|UZ Brussels, Brussels, Belgium|Katholieke Universiteit Leuven UZ Gasthuisberg, Leuven, Belgium|Ospedale San Raffaele S.r.l., Milan, Italy|AOU Pisana - Ospedale Cisanello, Pisa, Italy|Hospital of Lithuanian University of Health Sciences Kauno Klinikos, Kaunas, Lithuania|Klaipeda university hospital, Klaipeda, Lithuania|Vilnius university hospital Santaros klinikos, Vilnius, Lithuania|UMC - University Children's Hospital, Ljubljana, Slovenia|Department of clinical sciences, CRC/Malmö, Lund University, Lund, Sweden|Addenbrooke's Hospital, Cambridge, United Kingdom|University Hospital of Wales, Cardiff, United Kingdom|Royal Infirmary of Edinburgh, Edinburgh, United Kingdom|Royal Devon and Exeter Hospital, Exeter, United Kingdom|St James´s University Hospital, Leeds, United Kingdom|Leicester General Hospital, Leicester, United Kingdom|Guy's and St Thomas' Hospital, London, United Kingdom|Royal London Hospital, London, United Kingdom|St George's Hospital, London, United Kingdom|Royal Victoria Infirmary, Newcastle, United Kingdom|Churchill Hospital, Oxford, United Kingdom"
NCT02339311,Zuni Health Initiative - Chronic Disease Education,https://clinicaltrials.gov/study/NCT02339311,TERMINATED,Diabetes,OTHER: Educational intervention of Lifestyle and patient activation in diabetics,University of New Mexico,,ALL,"ADULT, OLDER_ADULT",,OBSERVATIONAL,
NCT00469586,Efficacy and Safety of Inhaled Insulin Compared to Metformin and Glimepiride in Type 2 Diabetes,https://clinicaltrials.gov/study/NCT00469586,TERMINATED,"Diabetes|Diabetes Mellitus, Type 2",DRUG: inhaled human insulin|DRUG: metformin|DRUG: glimepiride|DRUG: inhaled human insulin,Novo Nordisk A/S,,ALL,"ADULT, OLDER_ADULT",PHASE3,INTERVENTIONAL,"Novo Nordisk Investigational Site, Buenos Aires, B1636DSU, Argentina|Novo Nordisk Investigational Site, Buenos Aires, C1425AGC, Argentina|Novo Nordisk Investigational Site, Ciudad de Mendoza, 5500, Argentina|Novo Nordisk Investigational Site, Mar del Plata, B7600FZN, Argentina|Novo Nordisk Investigational Site, Ebreichsdorf, 2483, Austria|Novo Nordisk Investigational Site, Kittsee, A 2421, Austria|Novo Nordisk Investigational Site, Salzburg, 5020, Austria|Novo Nordisk Investigational Site, Wien, 1130, Austria|Novo Nordisk Investigational Site, Wien, A 1160, Austria|Novo Nordisk Investigational Site, Arlon, 6700, Belgium|Novo Nordisk Investigational Site, Bonheiden, 2820, Belgium|Novo Nordisk Investigational Site, Borsbeek, 2150, Belgium|Novo Nordisk Investigational Site, Gent, 9000, Belgium|Novo Nordisk Investigational Site, Huy, 4500, Belgium|Novo Nordisk Investigational Site, Leuven, 3000, Belgium|Novo Nordisk Investigational Site, Sofia, 1431, Bulgaria|Novo Nordisk Investigational Site, Sofia, 1606, Bulgaria|Novo Nordisk Investigational Site, Edmonton, Alberta, T5J 3N4, Canada|Novo Nordisk Investigational Site, Winnipeg, Manitoba, R3E 3P4, Canada|Novo Nordisk Investigational Site, Halifax, Nova Scotia, B3H 2Y9, Canada|Novo Nordisk Investigational Site, Hamilton, Ontario, L8L 2X2, Canada|Novo Nordisk Investigational Site, Smiths Falls, Ontario, K7A 4W8, Canada|Novo Nordisk Investigational Site, Laval, Quebec, H7T 2P5, Canada|Novo Nordisk Investigational Site, Sherbrooke, Quebec, J1H 5N4, Canada|Novo Nordisk Investigational Site, Mississauga, L5M 2V8, Canada|Novo Nordisk Investigational Site, Oshawa, L1J 2K1, Canada|Novo Nordisk Investigational Site, Saskatoon, S7N 0W8, Canada|Novo Nordisk Investigational Site, Trois-Rivieres, G8T 7A1, Canada|Novo Nordisk Investigational Site, Corbeil Essonnes, 91106, France|Novo Nordisk Investigational Site, Nantes, 44093, France|Novo Nordisk Investigational Site, Narbonne, 11108, France|Novo Nordisk Investigational Site, NEVERS cedex, 58033, France|Novo Nordisk Investigational Site, Paris, 75877, France|Novo Nordisk Investigational Site, Roubaix, 59100, France|Novo Nordisk Investigational Site, Indore, Madhya Pradesh, 452010, India|Novo Nordisk Investigational Site, Bangalore, 560041, India|Novo Nordisk Investigational Site, Coimbatore, 641002, India|Novo Nordisk Investigational Site, Hyderabad, 600034, India|Novo Nordisk Investigational Site, Thriruvananthapuram, 695 032, India|Novo Nordisk Investigational Site, Beer Sheva, 84101, Israel|Novo Nordisk Investigational Site, Holon, 58100, Israel|Novo Nordisk Investigational Site, Jerusalem, 91120, Israel|Novo Nordisk Investigational Site, Mexico City, México, D.F., 14000, Mexico|Novo Nordisk Investigational Site, Monterrey, Nuevo León, 64460, Mexico|Novo Nordisk Investigational Site, Guadalajara, 44600, Mexico|Novo Nordisk Investigational Site, Mexico city, 03100, Mexico|Novo Nordisk Investigational Site, Mexico city, 11650, Mexico|Novo Nordisk Investigational Site, Gdansk, 80-858, Poland|Novo Nordisk Investigational Site, Lodz, 90-030, Poland|Novo Nordisk Investigational Site, Lublin, 20-044, Poland|Novo Nordisk Investigational Site, Lublin, 20-538, Poland|Novo Nordisk Investigational Site, Mazowieckie, 09-400, Poland|Novo Nordisk Investigational Site, Rawa Mazowiecka, 96-200, Poland|Novo Nordisk Investigational Site, Warszawa, 02-097, Poland|Novo Nordisk Investigational Site, Zabrze, 41-800, Poland|Novo Nordisk Investigational Site, Istanbul, 34093, Turkey|Novo Nordisk Investigational Site, Istanbul, 34371, Turkey|Novo Nordisk Investigational Site, Istanbul, 34718, Turkey|Novo Nordisk Investigational Site, Konya, 42001, Turkey"
NCT05297045,A Study of Oral GLP1RA RGT001-075 in Adults With Type 2 Diabetes,https://clinicaltrials.gov/study/NCT05297045,TERMINATED,Type 2 Diabetes Mellitus,DRUG: RGT001-075|OTHER: Placebo,Regor Pharmaceuticals Inc.,,ALL,"ADULT, OLDER_ADULT",PHASE2,INTERVENTIONAL,"Axon Clinical Research, Doral, Florida, 33166, United States"
NCT00506662,Comparison of Insulin Detemir and NPH Insulin Given Once Daily in Ageing Subjects With Type 2 Diabetes,https://clinicaltrials.gov/study/NCT00506662,TERMINATED,"Diabetes|Diabetes Mellitus, Type 2",DRUG: insulin detemir|DRUG: insulin NPH,Novo Nordisk A/S,,ALL,OLDER_ADULT,PHASE4,INTERVENTIONAL,"Paris La Défense, 92936, France|Cambridge, CB2 2QQ, United Kingdom"
NCT01603121,Lisofylline as Continuous Subcutaneous and Intravenous Administration in Subjects With Type 1 Diabetes Mellitus,https://clinicaltrials.gov/study/NCT01603121,TERMINATED,Type 1 Diabetes Mellitus,DRUG: Lisofylline,Eastern Virginia Medical School,,ALL,ADULT,PHASE1|PHASE2,INTERVENTIONAL,"Eastern Virginia Medical School Strelitz Diabetes Center, Norfolk, Virginia, 23510, United States"
NCT00348712,Efficacy and Safety of Inhaled Pre-prandial Human Insulin in Type 2 Diabetes,https://clinicaltrials.gov/study/NCT00348712,TERMINATED,"Diabetes|Diabetes Mellitus, Type 2",DRUG: rosiglitazone|DRUG: inhaled human insulin|DRUG: metformin,Novo Nordisk A/S,,ALL,"ADULT, OLDER_ADULT",PHASE3,INTERVENTIONAL,"Novo Nordisk Investigational Site, Ebreichsdorf, 2483, Austria|Novo Nordisk Investigational Site, Wien, 1030, Austria|Novo Nordisk Investigational Site, Wien, 1090, Austria|Novo Nordisk Investigational Site, Joensuu, 80130, Finland|Novo Nordisk Investigational Site, Kirkkonummi, 02400, Finland|Novo Nordisk Investigational Site, Turku, FI-20520, Finland|Novo Nordisk Investigational Site, Corbeil Essonnes, 91106, France|Novo Nordisk Investigational Site, LA ROCHELLE cedex, 17019, France|Novo Nordisk Investigational Site, Mougins, 06250, France|Novo Nordisk Investigational Site, Nanterre, 92014, France|Novo Nordisk Investigational Site, Narbonne, 11108, France|Novo Nordisk Investigational Site, NEVERS cedex, 58033, France|Novo Nordisk Investigational Site, Pessac, 33600, France|Novo Nordisk Investigational Site, Pointe à Pitre, 97159, France|Novo Nordisk Investigational Site, Roubaix, 59100, France|Novo Nordisk Investigational Site, Tours, 37044, France|Novo Nordisk Investigational Site, Venissieux, 69200, France|Novo Nordisk Investigational Site, Aschaffenburg, 63739, Germany|Novo Nordisk Investigational Site, Augsburg, 86150, Germany|Novo Nordisk Investigational Site, Bad Mergentheim, 97980, Germany|Novo Nordisk Investigational Site, Berlin, 13355, Germany|Novo Nordisk Investigational Site, Darmstadt, 64283, Germany|Novo Nordisk Investigational Site, Dormagen, 41539, Germany|Novo Nordisk Investigational Site, Dresden, 01307, Germany|Novo Nordisk Investigational Site, Duisburg, 47051, Germany|Novo Nordisk Investigational Site, Flörsheim, 65439, Germany|Novo Nordisk Investigational Site, Frankfurt, 60590, Germany|Novo Nordisk Investigational Site, Fulda, 36037, Germany|Novo Nordisk Investigational Site, Genthin, 39307, Germany|Novo Nordisk Investigational Site, Hermaringen, 89568, Germany|Novo Nordisk Investigational Site, Kutenholz-Mulsum, 27449, Germany|Novo Nordisk Investigational Site, Münster, 48145, Germany|Novo Nordisk Investigational Site, Pirna, 01796, Germany|Novo Nordisk Investigational Site, Schkeuditz, 04435, Germany|Novo Nordisk Investigational Site, Wangen, 88239, Germany|Novo Nordisk Investigational Site, Wiesbaden, 65191, Germany|Novo Nordisk Investigational Site, Dublin, DUBLIN 7, Ireland|Novo Nordisk Investigational Site, Dublin, DUBLIN 8, Ireland|Novo Nordisk Investigational Site, Waterford, Ireland|Novo Nordisk Investigational Site, Delft, 2625 AD, Netherlands|Novo Nordisk Investigational Site, Den Haag, 2582 LJ, Netherlands|Novo Nordisk Investigational Site, Den Haag, 2597 AX, Netherlands|Novo Nordisk Investigational Site, Drachten, 9202 NN, Netherlands|Novo Nordisk Investigational Site, Rijswijk, 2281 AK, Netherlands|Novo Nordisk Investigational Site, Roelofarendsveen, 2371 RB, Netherlands|Novo Nordisk Investigational Site, Vlodrop, 6063 DA, Netherlands|Novo Nordisk Investigational Site, Zwijndrecht, 3331 LZ, Netherlands|Novo Nordisk Investigational Site, Alcira, 46600, Spain|Novo Nordisk Investigational Site, Barcelona, 08035, Spain|Novo Nordisk Investigational Site, Gijón, 33206, Spain|Novo Nordisk Investigational Site, Majadahonda, 28222, Spain|Novo Nordisk Investigational Site, Palma de Mallorca, 07010, Spain|Novo Nordisk Investigational Site, Partida de Bacarot, 03114, Spain|Novo Nordisk Investigational Site, Pontevedra, 36071, Spain|Novo Nordisk Investigational Site, Reus, 43201, Spain|Novo Nordisk Investigational Site, San Juan, 03550, Spain|Novo Nordisk Investigational Site, Sevilla, 41009, Spain|Novo Nordisk Investigational Site, Interlaken-Unterseen, 3800, Switzerland|Novo Nordisk Investigational Site, Olten, 4600, Switzerland|Novo Nordisk Investigational Site, Zürich, 8032, Switzerland|Novo Nordisk Investigational Site, Aberdeen, AB25 1LD, United Kingdom|Novo Nordisk Investigational Site, Bath, BA1 2SR, United Kingdom|Novo Nordisk Investigational Site, Belfast, BT12 6BA, United Kingdom|Novo Nordisk Investigational Site, Birmingham, B9 5SS, United Kingdom|Novo Nordisk Investigational Site, Bradford-on-Avon, BA15 1DQ, United Kingdom|Novo Nordisk Investigational Site, Guildford, GU2 7XX, United Kingdom|Novo Nordisk Investigational Site, Hull, HU3 2JZ, United Kingdom|Novo Nordisk Investigational Site, Northampton, NN1 5BD, United Kingdom|Novo Nordisk Investigational Site, Salford, M6 8HD, United Kingdom|Novo Nordisk Investigational Site, Swansea, SA6 6NL, United Kingdom|Novo Nordisk Investigational Site, Trowbridge, BA14 8QA, United Kingdom|Novo Nordisk Investigational Site, Trowbridge, BA14 9AR, United Kingdom|Novo Nordisk Investigational Site, Wirral, Merseyside, CH63 4JY, United Kingdom|Novo Nordisk Investigational Site, York, YO3 7HE, United Kingdom"
NCT00343980,Safety and Efficacy of Inhaled Pre-prandial Human Insulin in Type 2 Diabetes,https://clinicaltrials.gov/study/NCT00343980,TERMINATED,"Diabetes|Diabetes Mellitus, Type 2",DRUG: rosiglitazone|DRUG: inhaled human insulin|DRUG: glimepiride,Novo Nordisk A/S,,ALL,"ADULT, OLDER_ADULT",PHASE3,INTERVENTIONAL,"Novo Nordisk Investigational Site, St Leonards, New South Wales, 2065, Australia|Novo Nordisk Investigational Site, Wollongong, New South Wales, 2500, Australia|Novo Nordisk Investigational Site, Garran, 2605, Australia|Novo Nordisk Investigational Site, Kingswood, 2747, Australia|Novo Nordisk Investigational Site, Osijek, 31 000, Croatia|Novo Nordisk Investigational Site, Zagreb, 10 000, Croatia|Novo Nordisk Investigational Site, Chennai, Tamil Nadu, 600086, India|Novo Nordisk Investigational Site, Vellore, Tamil Nadu, 632004, India|Novo Nordisk Investigational Site, Bangalore, 560010, India|Novo Nordisk Investigational Site, Chennai, 600020, India|Novo Nordisk Investigational Site, Coimbatore, 641002, India|Novo Nordisk Investigational Site, Skopje, 1000, Macedonia, The Former Yugoslav Republic of|Novo Nordisk Investigational Site, Cebu City, 6000, Philippines|Novo Nordisk Investigational Site, Makati City, 1200, Philippines|Novo Nordisk Investigational Site, Manila, 1000, Philippines|Novo Nordisk Investigational Site, Moscow, 119034, Russian Federation|Novo Nordisk Investigational Site, Moscow, 121356, Russian Federation|Novo Nordisk Investigational Site, Moscow, 127486, Russian Federation|Novo Nordisk Investigational Site, Moscow, 127644, Russian Federation|Novo Nordisk Investigational Site, Saint-Petersburg, 194354, Russian Federation|Novo Nordisk Investigational Site, Saint-Petersburg, 198013, Russian Federation|Novo Nordisk Investigational Site, Bornova-IZMIR, 35100, Turkey|Novo Nordisk Investigational Site, Bursa, 16059, Turkey|Novo Nordisk Investigational Site, Istanbul, 34098, Turkey|Novo Nordisk Investigational Site, Istanbul, 34390, Turkey|Novo Nordisk Investigational Site, Istanbul, 34718, Turkey"
